LARGE NUMBERS				
In English, one way to write out the four-digit number 1000 is "1 thousand." A way to write 1500 is "1.5 thousand". Please provide translations of the following six abbreviations.				
Bs	South America: Bolivia	Bs		//ldml/numbers/currencies/currency[@type="BOB"]/symbol[@alt="narrow"]
Brazilian Real	South America: Brazil	ब्राजीली रियल		//ldml/numbers/currencies/currency[@type="BRL"]/displayName
1 Brazilian real	South America: Brazil	1 ब्राजीली रियल		//ldml/numbers/currencies/currency[@type="BRL"]/displayName[@count="one"]
2 Brazilian reals	South America: Brazil	2 ब्राजीली रियल		//ldml/numbers/currencies/currency[@type="BRL"]/displayName[@count="other"]
R$	South America: Brazil	R$		//ldml/numbers/currencies/currency[@type="BRL"]/symbol
R$	South America: Brazil	R$		//ldml/numbers/currencies/currency[@type="BRL"]/symbol[@alt="narrow"]
Indian Rupee	Southern Asia: India	भारतीय रुपया		//ldml/numbers/currencies/currency[@type="INR"]/displayName
1 Indian rupee	Southern Asia: India	1 भारतीय रुपया		//ldml/numbers/currencies/currency[@type="INR"]/displayName[@count="one"]
2 Indian rupees	Southern Asia: India	2 भारतीय रुपया		//ldml/numbers/currencies/currency[@type="INR"]/displayName[@count="other"]
₹	Southern Asia: India	₹		//ldml/numbers/currencies/currency[@type="INR"]/symbol
₹	Southern Asia: India	₹		//ldml/numbers/currencies/currency[@type="INR"]/symbol[@alt="narrow"]
Iranian Rial	Southern Asia: Iran	ईरानी रियाल		//ldml/numbers/currencies/currency[@type="IRR"]/displayName
1 Iranian rial	Southern Asia: Iran	1 ईरानी रियाल		//ldml/numbers/currencies/currency[@type="IRR"]/displayName[@count="one"]
2 Iranian rials	Southern Asia: Iran	2 ईरानी रियाल		//ldml/numbers/currencies/currency[@type="IRR"]/displayName[@count="other"]
IRR	Southern Asia: Iran	IRR		//ldml/numbers/currencies/currency[@type="IRR"]/symbol
Russian Ruble	Eastern Europe: Russia	रूसी रूबल		//ldml/numbers/currencies/currency[@type="RUB"]/displayName
1 Russian ruble	Eastern Europe: Russia	1 रूसी रूबल		//ldml/numbers/currencies/currency[@type="RUB"]/displayName[@count="one"]
2 Russian rubles	Eastern Europe: Russia	2 रूसी रूबल		//ldml/numbers/currencies/currency[@type="RUB"]/displayName[@count="other"]
RUB	Eastern Europe: Russia	RUB		//ldml/numbers/currencies/currency[@type="RUB"]/symbol
₽	Eastern Europe: Russia	₽		//ldml/numbers/currencies/currency[@type="RUB"]/symbol[@alt="narrow"]
Cape Verdean Escudo	Western Africa: Cape Verde	केप वर्डियन एस्कुडो		//ldml/numbers/currencies/currency[@type="CVE"]/displayName
1 Cape Verdean escudo	Western Africa: Cape Verde	1 केप वर्डियन एस्कुडो		//ldml/numbers/currencies/currency[@type="CVE"]/displayName[@count="one"]
2 Cape Verdean escudos	Western Africa: Cape Verde	2 केप वर्डियन एस्कुडो		//ldml/numbers/currencies/currency[@type="CVE"]/displayName[@count="other"]
CVE	Western Africa: Cape Verde	CVE		//ldml/numbers/currencies/currency[@type="CVE"]/symbol
West African CFA Franc	Western Africa: Côte d’Ivoire	पश्चिम अफ़्रीकी फ्रांक		//ldml/numbers/currencies/currency[@type="XOF"]/displayName
1 West African CFA franc	Western Africa: Côte d’Ivoire	1 पश्चिम अफ़्रीकी फ्रांक		//ldml/numbers/currencies/currency[@type="XOF"]/displayName[@count="one"]
2 West African CFA francs	Western Africa: Côte d’Ivoire	2 पश्चिम अफ़्रीकी फ्रांक		//ldml/numbers/currencies/currency[@type="XOF"]/displayName[@count="other"]
F CFA	Western Africa: Côte d’Ivoire	F CFA		//ldml/numbers/currencies/currency[@type="XOF"]/symbol
Gambian Dalasi	Western Africa: Gambia	गाम्बियाई दलासी		//ldml/numbers/currencies/currency[@type="GMD"]/displayName
1 Gambian dalasi	Western Africa: Gambia	1 गाम्बियाई दलासी		//ldml/numbers/currencies/currency[@type="GMD"]/displayName[@count="one"]
2 Gambian dalasis	Western Africa: Gambia	2 गाम्बियाई दलासी		//ldml/numbers/currencies/currency[@type="GMD"]/displayName[@count="other"]
GMD	Western Africa: Gambia	GMD		//ldml/numbers/currencies/currency[@type="GMD"]/symbol
Ghanaian Cedi	Western Africa: Ghana	घानायन सेडी		//ldml/numbers/currencies/currency[@type="GHS"]/displayName
1 Ghanaian cedi	Western Africa: Ghana	1 घानायन सेडी		//ldml/numbers/currencies/currency[@type="GHS"]/displayName[@count="one"]
2 Ghanaian cedis	Western Africa: Ghana	2 घानायन सेडी		//ldml/numbers/currencies/currency[@type="GHS"]/displayName[@count="other"]
GHS	Western Africa: Ghana	GHS		//ldml/numbers/currencies/currency[@type="GHS"]/symbol
GH₵	Western Africa: Ghana	GH₵		//ldml/numbers/currencies/currency[@type="GHS"]/symbol[@alt="narrow"]
Guinean Franc	Western Africa: Guinea	गिनी फ्रांक		//ldml/numbers/currencies/currency[@type="GNF"]/displayName
1 Guinean franc	Western Africa: Guinea	1 गिनी फ्रांक		//ldml/numbers/currencies/currency[@type="GNF"]/displayName[@count="one"]
2 Guinean francs	Western Africa: Guinea	2 गिनी फ्रांक		//ldml/numbers/currencies/currency[@type="GNF"]/displayName[@count="other"]
GNF	Western Africa: Guinea	GNF		//ldml/numbers/currencies/currency[@type="GNF"]/symbol
FG	Western Africa: Guinea	FG		//ldml/numbers/currencies/currency[@type="GNF"]/symbol[@alt="narrow"]
Liberian Dollar	Western Africa: Liberia	लाइबेरियाई डॉलर		//ldml/numbers/currencies/currency[@type="LRD"]/displayName
1 Liberian dollar	Western Africa: Liberia	1 लाइबेरियाई डॉलर		//ldml/numbers/currencies/currency[@type="LRD"]/displayName[@count="one"]
2 Liberian dollars	Western Africa: Liberia	2 लाइबेरियाई डॉलर		//ldml/numbers/currencies/currency[@type="LRD"]/displayName[@count="other"]
LRD	Western Africa: Liberia	LRD		//ldml/numbers/currencies/currency[@type="LRD"]/symbol
$	Western Africa: Liberia	$		//ldml/numbers/currencies/currency[@type="LRD"]/symbol[@alt="narrow"]
Mauritanian Ouguiya	Western Africa: Mauritania	मौरिटानियाई ओगुइया		//ldml/numbers/currencies/currency[@type="MRU"]/displayName
1 Mauritanian ouguiya	Western Africa: Mauritania	1 मौरिटानियाई ओगुइया		//ldml/numbers/currencies/currency[@type="MRU"]/displayName[@count="one"]
2 Mauritanian ouguiyas	Western Africa: Mauritania	2 मौरिटानियाई ओगुइया		//ldml/numbers/currencies/currency[@type="MRU"]/displayName[@count="other"]
MRU	Western Africa: Mauritania	MRU		//ldml/numbers/currencies/currency[@type="MRU"]/symbol
Nigerian Naira	Western Africa: Nigeria	नाइजीरियाई नायरा		//ldml/numbers/currencies/currency[@type="NGN"]/displayName
1 Nigerian naira	Western Africa: Nigeria	1 नाइजीरियाई नायरा		//ldml/numbers/currencies/currency[@type="NGN"]/displayName[@count="one"]
2 Nigerian nairas	Western Africa: Nigeria	2 नाइजीरियाई नायरा		//ldml/numbers/currencies/currency[@type="NGN"]/displayName[@count="other"]
NGN	Western Africa: Nigeria	NGN		//ldml/numbers/currencies/currency[@type="NGN"]/symbol
₦	Western Africa: Nigeria	₦		//ldml/numbers/currencies/currency[@type="NGN"]/symbol[@alt="narrow"]
Sierra Leonean Leone (1964—2022)	Western Africa: Sierra Leone: SLL (old)	सिएरा लियोनियन लियोन (1964-2022)		//ldml/numbers/currencies/currency[@type="SLL"]/displayName
1 Sierra Leonean leone (1964—2022)	Western Africa: Sierra Leone: SLL (old)	1 सिएरा लियोनियन लियोन (1964-2022)		//ldml/numbers/currencies/currency[@type="SLL"]/displayName[@count="one"]
2 Sierra Leonean leones (1964—2022)	Western Africa: Sierra Leone: SLL (old)	2 सिएरा लियोनियन लियोन (1964-2022)		//ldml/numbers/currencies/currency[@type="SLL"]/displayName[@count="other"]
SLL	Western Africa: Sierra Leone: SLL (old)	SLL		//ldml/numbers/currencies/currency[@type="SLL"]/symbol
Sierra Leonean Leone	Western Africa: Sierra Leone	सिएरा लियोनियन लियोन		//ldml/numbers/currencies/currency[@type="SLE"]/displayName
1 Sierra Leonean leone	Western Africa: Sierra Leone	1 सिएरा लियोनियन लियोन		//ldml/numbers/currencies/currency[@type="SLE"]/displayName[@count="one"]
2 Sierra Leonean leones	Western Africa: Sierra Leone	2 सिएरा लियोनियन लियोन		//ldml/numbers/currencies/currency[@type="SLE"]/displayName[@count="other"]
SLE	Western Africa: Sierra Leone	SLE		//ldml/numbers/currencies/currency[@type="SLE"]/symbol
St. Helena Pound	Western Africa: St. Helena	सेंट हेलेना पाउंड		//ldml/numbers/currencies/currency[@type="SHP"]/displayName
1 St. Helena pound	Western Africa: St. Helena	1 सेंट हेलेना पाउंड		//ldml/numbers/currencies/currency[@type="SHP"]/displayName[@count="one"]
2 St. Helena pounds	Western Africa: St. Helena	2 सेंट हेलेना पाउंड		//ldml/numbers/currencies/currency[@type="SHP"]/displayName[@count="other"]
SHP	Western Africa: St. Helena	SHP		//ldml/numbers/currencies/currency[@type="SHP"]/symbol
£	Western Africa: St. Helena	£		//ldml/numbers/currencies/currency[@type="SHP"]/symbol[@alt="narrow"]
Qatari Riyal	Western Asia: Qatar	कतरी रियाल		//ldml/numbers/currencies/currency[@type="QAR"]/displayName
1 Qatari riyal	Western Asia: Qatar	1 कतरी रियाल		//ldml/numbers/currencies/currency[@type="QAR"]/displayName[@count="one"]
2 Qatari riyals	Western Asia: Qatar	2 कतरी रियाल		//ldml/numbers/currencies/currency[@type="QAR"]/displayName[@count="other"]
QAR	Western Asia: Qatar	QAR		//ldml/numbers/currencies/currency[@type="QAR"]/symbol
Saudi Riyal	Western Asia: Saudi Arabia	सऊदी रियाल		//ldml/numbers/currencies/currency[@type="SAR"]/displayName
1 Saudi riyal	Western Asia: Saudi Arabia	1 सऊदी रियाल		//ldml/numbers/currencies/currency[@type="SAR"]/displayName[@count="one"]
2 Saudi riyals	Western Asia: Saudi Arabia	2 सऊदी रियाल		//ldml/numbers/currencies/currency[@type="SAR"]/displayName[@count="other"]
SAR	Western Asia: Saudi Arabia	SAR		//ldml/numbers/currencies/currency[@type="SAR"]/symbol
Turkish Lira	Western Asia: Türkiye	तुर्की लीरा		//ldml/numbers/currencies/currency[@type="TRY"]/displayName
1 Turkish lira	Western Asia: Türkiye	1 तुर्की लीरा		//ldml/numbers/currencies/currency[@type="TRY"]/displayName[@count="one"]
2 Turkish Lira	Western Asia: Türkiye	2 तुर्की लीरा		//ldml/numbers/currencies/currency[@type="TRY"]/displayName[@count="other"]
TRY	Western Asia: Türkiye	TRY		//ldml/numbers/currencies/currency[@type="TRY"]/symbol
₺	Western Asia: Türkiye	₺		//ldml/numbers/currencies/currency[@type="TRY"]/symbol[@alt="narrow"]
TL	Western Asia: Türkiye	TL		//ldml/numbers/currencies/currency[@type="TRY"]/symbol[@alt="variant"]
United Arab Emirates Dirham	Western Asia: United Arab Emirates	संयुक्त अरब अमीराती दिरहम		//ldml/numbers/currencies/currency[@type="AED"]/displayName
1 UAE dirham	Western Asia: United Arab Emirates	1 अमीराती दिरहम		//ldml/numbers/currencies/currency[@type="AED"]/displayName[@count="one"]
2 UAE dirhams	Western Asia: United Arab Emirates	2 अमीराती दिरहम		//ldml/numbers/currencies/currency[@type="AED"]/displayName[@count="other"]
AED	Western Asia: United Arab Emirates	AED		//ldml/numbers/currencies/currency[@type="AED"]/symbol
EMOJI				
Emoji, or "picture words", are a vital part of the Digital Age, especially for young people. Every Emoji has a name, provided here in English and French. How would you translate the name of each Emoji into your language?				
Emoji	English	French	YOUR LANGUAGE	NOTES BY TRANSLATOR (IF NECESSARY)
↔️	left-right arrow	flèche gauche droite	बायां-दायां वाला तीर	
↕️	up-down arrow	flèche haut bas	ऊपर-नीचे वाला तीर	
↖️	up-left arrow	flèche haut gauche	ऊपर-बाएं वाला तीर	
↗️	up-right arrow	flèche haut droite	ऊपर-दाएं वाला तीर	
↘️	down-right arrow	flèche bas droite	नीचे-दाएं वाला तीर	
↙️	down-left arrow	flèche bas gauche	नीचे-बाएं वाला तीर	
↩️	right arrow curving left	flèche courbe gauche	दहिना तीर जे बाएं मुड़ता	
↪️	left arrow curving right	flèche courbe droite	बायां तीर जे दाएं मुड़ता	
⌚	watch	montre	घड़ी	
⌛	hourglass done	sablier	घड़ियाली खतम वाला इमोजी	
⌨️	keyboard	clavier	कीबोर्ड	
⏩	fast-forward button	bouton avance rapide	फास्ट-फॉरवर्ड बटन	
⏪	fast reverse button	bouton retour rapide	फास्ट-रिवर्स बटन	
⏫	fast up button	double flèche vers le haut	फास्ट-अप बटन	
⏬	fast down button	double flèche vers le bas	फास्ट-डाउन बटन	
⏰	alarm clock	réveil	अलार्म घड़ी	
⏱️	stopwatch	chronomètre	स्टॉपवाच	
⏲️	timer clock	horloge	टाइमर घड़ी	
⏳	hourglass not done	sablier avec sable qui coule	घड़ियाली खतम ना भइल वाला इमोजी	
☀️	sun	soleil	सूरज	
☁️	cloud	nuage	बादल	
☂️	umbrella	parapluie ouvert	छाता	
☄️	comet	comète	धूमकेतु	
☎️	telephone	téléphone	टेलीफोन	
☑️	check box with check	case cochée	सही के निशान लागल बक्सा	
☔	umbrella with rain drops	parapluie avec gouttes de pluie	बरखा के बूंदी वाला छाता	
☕	hot beverage	boisson chaude	गरम पेय	
☘️	shamrock	trèfle	तीनपतिया घास	
☝️	index pointing up	index pointant vers le haut	ऊपर के ओर इसारा करत तर्जनी	
☠️	skull and crossbones	tête de mort	खोपड़ी आ हड्डी वाला निसान	
☢️	radioactive	radioactif	रेडिएसन के खतरा वाला निसान	
☣️	biohazard	danger biologique	जैव खतरा वाला निसान	
☮️	peace symbol	symbole de paix	शांती के प्रतीक	
☹️	frowning face	visage mécontent	नाखुश चेहरा	
☺️	smiling face	visage souriant	मुस्कुरात चेहरा	
♠️	spade suit	pique	हुकुम के पत्ता	
♣️	club suit	trèfle cartes	चिड़ी के पत्ता	
♥️	heart suit	cœur cartes	ईंट के पत्ता	
♦️	diamond suit	carreau	पान के पत्ता	
♿	wheelchair symbol	symbole Accès handicapés	व्हीलचेयर के चिन्हा	
⚖️	balance scale	balance à poids	तराजू	
⚙️	gear	roue dentée	गियर	
⚠️	warning	symbole d’avertissement	चेतावनी	
⚡	high voltage	haute tension	हाई वोल्टेज	
⚪	white circle	disque blanc	सफेद गोला	
⚫	black circle	disque noir	काला गोला	
⚰️	coffin	cercueil	कफन	
⚽	soccer ball	ballon de football	फुटबॉल	
⚾	baseball	baseball	बेसबॉल	
⛅	sun behind cloud	soleil derrière les nuages	बादल के पीछे सूरज	
⛈️	cloud with lightning and rain	nuage avec éclair et pluie	बिजली आ बरखा के साथ बादल	
⛏️	pick	pioche	गैंती	
⛓️	chains	chaînes	चेन	
⛔	no entry	sens interdit	प्रवेश निषेध	
⛪	church	église	चर्च	
⛰️	mountain	montagne	पहाड़	
⛱️	umbrella on ground	parasol sur le sol	जमीन प राखल छाता	
⛲	fountain	fontaine	फव्वारा	
⛴️	ferry	ferry	फेरी	
⛵	sailboat	voilier	पाल वाला नाव	
⛹️	person bouncing ball	personne avec ballon	गेंद उछालत एगो आदमी	
⛺	tent	tente	तंबू	
⛽	fuel pump	pompe à essence	पेट्रोल पंप	
✂️	scissors	ciseaux	कैंची	
✅	check mark button	bouton coché	सही के निसान वाला बटन	
✈️	airplane	avion	हवाई जहाज	
✉️	envelope	enveloppe	लिफाफा	
✊	raised fist	poing levé	ऊपर उठावल मुट्ठी	
✋	raised hand	main levée	ऊपर उठावल हाथ	
✍️	writing hand	main qui écrit	लिखत हाथ	
✏️	pencil	crayon	पेंसिल	
✔️	check mark	coche	सही के निसान	
✨	sparkles	étincelles	झिलमिलाहट	
❄️	snowflake	flocon	बरफ के क्रिस्टल/स्नोफ्लेक	
❌	cross mark	croix	गलत के निसान	
❎	cross mark button	bouton croix	गलत के निसान वाला बटन	
❓	red question mark	point d’interrogation rouge	लाल रंग के सवाल के निसान	
❔	white question mark	point d’interrogation blanc	सफेद रंग के सवाल के निसान	
❕	white exclamation mark	point d’exclamation blanc	सफेद रंग के विस्मयादिबोधक चिन्हा	
❗	red exclamation mark	point d’exclamation rouge	लाल रंग के विस्मयादिबोधक चिन्हा	
❤️	red heart	cœur rouge	लाल रंग के दिल	
➡️	right arrow	flèche droite	दायां ओर वाला तीर	
⤴️	right arrow curving up	flèche courbe haut	दहिना तीर जे ऊपर के ओर मुड़ता	
⤵️	right arrow curving down	flèche courbe bas	दहिना तीर जे नीचे के ओर मुड़ता	
⬅️	left arrow	flèche gauche	बायां ओर जात तीर	
⬆️	up arrow	flèche haut	ऊपर के ओर जात तीर	
⬇️	down arrow	flèche bas	नीचे के ओर जात तीर	
⬛	black large square	grand carré noir	काला रंग के बड़ा वर्ग	
⬜	white large square	grand carré blanc	सफेद रंग के	
⭐	star	étoile	तारा	
⭕	hollow red circle	cercle rouge	लाल खोखला घेरा	
🌀	cyclone	cyclone	चक्रवात	
🌁	foggy	brume	कोहरा	
🌂	closed umbrella	parapluie fermé	बंद छाता	
🌃	night with stars	nuit étoilée	तारा से भरल आसमान	
🌄	sunrise over mountains	soleil levant derrière les montagnes	पहाड़न पर सूर्योदय	
🌅	sunrise	soleil levant	सूर्योदय	
🌇	sunset	coucher de soleil	सूर्यास्त	
🌈	rainbow	arc-en-ciel	इंद्रधनुष	
🌊	water wave	vague	लहर	
🌋	volcano	volcan	ज्वालामुखी	
🌍	globe showing Europe-Africa	globe tourné sur l’Afrique et l’Europe	यूरोप-अफ्रीका देखावत ग्लोब	
🌎	globe showing Americas	globe tourné sur les Amériques	अमरीका देखावत ग्लोब	
🌏	globe showing Asia-Australia	globe tourné sur l’Asie et l’Australie	एशिया-ऑस्ट्रेलिया देखावत ग्लोब	
🌑	new moon	nouvelle lune	अमावस	
🌒	waxing crescent moon	lune croissante	बढ़त आधा चाँद	
🌓	first quarter moon	premier quartier de lune	पहिला चौथाई के चाँद	
🌔	waxing gibbous moon	lune gibbeuse croissante	बढ़त गिबस चाँद	
🌕	full moon	pleine lune	पूर्णिमा	
🌖	waning gibbous moon	lune gibbeuse décroissante	घटत गिबस चाँद	
🌗	last quarter moon	dernier quartier de lune	अंतिम चौथाई के चाँद	
🌘	waning crescent moon	lune décroissante	घटत आधा चाँद	
🌙	crescent moon	croissant de lune	आधा चाँद	
🌚	new moon face	nouvelle lune avec visage	अमावस के चाँद वाला चेहरा	
🌛	first quarter moon face	premier quartier de lune avec visage	पहिला चौथाई के चाँद वाला चेहरा	
🌜	last quarter moon face	dernier quartier de lune avec visage	अंतिम चौथाई के चाँद वाला चेहरा	
🌝	full moon face	pleine lune avec visage	पूर्णिमा के चाँद वाला चेहरा	
🌞	sun with face	soleil avec visage	चेहरा के साथ वाला सूरज	
🌟	glowing star	étoile brillante	चमकत तारा	
🌠	shooting star	étoile filante	उल्का पिंड	
🌡️	thermometer	thermomètre	थर्मामीटर	
🌤️	sun behind small cloud	soleil derrière un petit nuage	छोट बादर के पीछे सूरज	
🌥️	sun behind large cloud	soleil derrière un gros nuage	बड़ बादर के पीछे सूरज	
🌦️	sun behind rain cloud	soleil derrière un nuage de pluie	बरखा वाला बादर के पीछे सूरज	
🌧️	cloud with rain	nuage avec pluie	बरखा वाला बादर	
🌨️	cloud with snow	nuage avec neige	बरफ वाला बादर	
🌩️	cloud with lightning	nuage avec éclair	बिजली के साथे बादर	
🌪️	tornado	tornade	बवंडर	
🌫️	fog	brouillard	कोहरा	
🌭	hot dog	hot dog	हॉट डॉग	
🌯	burrito	burrito	बुरीटो	
🌱	seedling	jeune pousse	बीज से निकलत पौधा	
🌲	evergreen tree	conifère	सदाबहार पेड़	
🌳	deciduous tree	arbre à feuilles caduques	पतझड़ वाला पेड़	
🌴	palm tree	palmier	ताड़ के पेड़	
🌵	cactus	cactus	कैक्टस	
🌶️	hot pepper	piment rouge	मिर्च	
🌷	tulip	tulipe	ट्यूलिप	
🌸	cherry blossom	fleur de cerisier	चेरी के फूल	
🌹	rose	rose	गुलाब	
🌻	sunflower	tournesol	सूरजमुखी	
🌼	blossom	bourgeon	फूल	
🌽	ear of corn	épi de maïs	भुट्टा	
🌾	sheaf of rice	plant de riz	चावल के गट्ठर	
🍀	four leaf clover	trèfle à quatre feuilles	चार पत्ती वाला तिपतिया घास	
🍂	fallen leaf	feuille morte	गिरल पत्ती	
🍃	leaf fluttering in wind	feuille virevoltante	हवा में फड़फड़ात पत्ती	
🍄	mushroom	champignon	मशरूम	
🍅	tomato	tomate	टमाटर	
🍆	eggplant	aubergine	बैंगन	
🍇	grapes	raisin	अंगूर	
🍈	melon	melon	खरबूजा	
🍉	watermelon	pastèque	तरबूज	
🍊	tangerine	mandarine	संतरा	
🍋	lemon	citron	नींबू	
🍌	banana	banane	केला	
🍍	pineapple	ananas	अनानास	
🍎	red apple	pomme rouge	लाल सेब	
🍏	green apple	pomme verte	हरा सेब	
🍐	pear	poire	नाशपाती	
🍑	peach	pêche	आड़ू	
🍒	cherries	cerises	चेरी	
🍓	strawberry	fraise	स्ट्रॉबेरी	
🍕	pizza	pizza	पिज्जा	
🍖	meat on bone	viande sur un os	हड्डी वाला मांस	
🍗	poultry leg	cuisse de poulet	मुर्गी के टांग	
🍚	cooked rice	bol de riz	पाकल चावल	
🍞	bread	pain	ब्रेड	
🍨	ice cream	glace	आइसक्रीम	
🍪	cookie	cookie	कुकी	
🍫	chocolate bar	barre chocolatée	चॉकलेट बार	
🍬	candy	bonbon	कैंडी	
🍴	fork and knife	fourchette et couteau	कांटा आ चाकू	
🎁	wrapped gift	cadeau	पैक कईल तोहफा	
🎂	birthday cake	gâteau d’anniversaire	जन्मदिन के केक	
🎈	balloon	ballon gonflable	गुब्बारा	
🎉	party popper	cotillons	पार्टी पॉपर	
🎒	backpack	cartable	बैकपैक	
🎣	fishing pole	pêche à la ligne	मछरी मारे वाला रॉड	
🎤	microphone	micro	माइक्रोफोन	
🎥	movie camera	caméra	सिनेमा वाला कैमरा	
🎧	headphone	casque	हेडफोन	
🎲	game die	dés	पासा	
🎵	musical note	note de musique	संगीत के सुर	
🎷	saxophone	saxophone	सैक्सोफोन	
🎸	guitar	guitare	गिटार	
🎹	musical keyboard	piano	संगीत वाला कीबोर्ड	
🎺	trumpet	trompette	तुरही	
🎻	violin	violon	वायलिन	
🎾	tennis	tennis	टेनिस	
🏀	basketball	basket	बास्केटबॉल	
🏃	person running	personne qui court	दउड़त आदमी	
🏅	sports medal	médaille sportive	खेल में मिले वाला पदक	
🏆	trophy	trophée	ट्रॉफी	
🏍️	motorcycle	moto	मोटरसाइकिल	
🏎️	racing car	voiture de course	रेसिंग कार	
🏖️	beach with umbrella	plage avec parasol	छाता के साथ समुंदर के किनारा	
🏝️	desert island	île déserte	सुनसान टापू	
🏠	house	maison	घर	
🐀	rat	rat	मूस	
🐁	mouse	souris	चूहा	
🐂	ox	bœuf	बैल	
🐃	water buffalo	buffle	भैंस	
🐄	cow	vache	गाय	
🐅	tiger	tigre	बाघ	
🐆	leopard	léopard	तेंदुआ	
🐇	rabbit	lapin	खरगोश	
🐈	cat	chat	बिल्ली	
🐉	dragon	dragon	ड्रैगन	
🐊	crocodile	crocodile	मगरमच्छ	
🐋	whale	baleine	व्हेल	
🐌	snail	escargot	घोंघा	
🐍	snake	serpent	सांप	
🐎	horse	cheval	घोड़ा	
🐏	ram	bélier	भेड़ा	
🐐	goat	chèvre	बकरी	
🐑	ewe	mouton	भेड़ी	
🐒	monkey	singe	बानर	
🐓	rooster	coq	मुरगा	
🐔	chicken	poule	मुरगी	
🐕	dog	chien	कुकुर	
🐖	pig	cochon	सुअर	
🐗	boar	sanglier	जंगली सूअर	
🐘	elephant	éléphant	हाथी	
🐙	octopus	pieuvre	ऑक्टोपस	
🐜	ant	fourmi	चींटी	
🐝	honeybee	abeille	मधुमक्खी	
🐞	lady beetle	coccinelle	लाल धब्बेदार कीट/लेडी बग	
🐟	fish	poisson	मछली	
🐢	turtle	tortue	कछुआ	
🐪	camel	dromadaire	ऊंट	
🐬	dolphin	dauphin	डॉल्फिन	
🐸	frog	grenouille	मेंढक	
🐺	wolf	loup	भेड़िया	
🐻	bear	ours	भालू	
👁️	eye	œil	आँख	
👂	ear	oreille	कान	
👃	nose	nez	नाक	
👄	mouth	bouche	मुँह	
👅	tongue	langue	जीभ	
👆	backhand index pointing up	main avec index pointant vers le haut	ऊपर के ओर इसारा करत तर्जनी	
👇	backhand index pointing down	main avec index pointant vers le bas	नीचे के ओर इसारा करत तर्जनी	
👈	backhand index pointing left	main avec index pointant à gauche	बायां ओर इसारा करत तर्जनी	
👉	backhand index pointing right	main avec index pointant à droite	दायां ओर इसारा करत तर्जनी	
👌	OK hand	ok	ओके के इसारा करत हाथ	
👍	thumbs up	pouce vers le haut	थम्स अप वाला इमोजी	
👎	thumbs down	pouce vers le bas	थम्स डाउन वाला इमोजी	
👏	clapping hands	applaudissements	ताली बजावत हाथ	
👑	crown	couronne	मुकुट	
👓	glasses	lunettes de vue	चश्मा	
👕	t-shirt	T-shirt	टी-शर्ट	
👖	jeans	jean	जीन्स	
👗	dress	robe	पोशाक	
👞	man’s shoe	chaussure d’homme	पुरुष के जूता	
👠	high-heeled shoe	chaussure à talon haut	ऊंचा एड़ी वाला जूता	
👣	footprints	traces de pas	पैर के निसान	
👦	boy	garçon	लड़का	
👧	girl	fille	लड़की	
👨	man	homme	आदमी	
👩	woman	femme	महिला	
👶	baby	bébé	शिशु	
💀	skull	crâne	खोपड़ी	
💃	woman dancing	danseuse	नाचत महिला	
💋	kiss mark	trace de rouge à lèvres	चुम्बन के निसान	
💍	ring	bague	अंगूठी	
💡	light bulb	ampoule	बल्ब	
💣	bomb	bombe	बम	
💥	collision	explosion	टक्कर	
💧	droplet	goutte d’eau	बूंद	
💬	speech balloon	bulle de parole	बात करे वाला गुब्बारा	
💭	thought balloon	bulle de pensée	सोचे वाला गुब्बारा	
💯	hundred points	cent points	100 अंक	
💰	money bag	sac plein d’argent	पइसा वाला पोटली	
💺	seat	siège	सीट	
💻	laptop	ordinateur portable	लैपटॉप	
📎	paperclip	trombone	कागज	
📚	books	livres	पेपर क्लिप	
📰	newspaper	journal	अखबार	
📱	mobile phone	téléphone portable	मोबाइल फोन	
📶	antenna bars	barres de réseau	एंटीना	
📷	camera	appareil photo	कैमरा	
📺	television	téléviseur	टेलीविजन	
📻	radio	radio	रेडियो	
🔥	fire	feu	आग	
🔴	red circle	disque rouge	लाल घेरा	
🔵	blue circle	disque bleu	नीला घेरा	
🔼	upwards button	petit triangle haut	ऊपर के बटन	
🔽	downwards button	petit triangle bas	नीचे के बटन	
🕯️	candle	bougie	मोमबत्ती	
🕶️	sunglasses	lunettes de soleil	धूप वाला चश्मा	
🕷️	spider	araignée	मकड़ी	
🕺	man dancing	danseur	नाचत आदमी	
🤔	thinking face	visage en pleine réflexion	सोचत चेहरा	
🤣	rolling on the floor laughing	se rouler par terre de rire	लोट-पोट हो के हँसत	
🥰	smiling face with hearts	visage souriant avec cœurs	दिल वाला मुस्कुरात चेहरा	
🦋	butterfly	papillon	तितली	
😀	grinning face	visage rieur	हँसत चेहरा	
😠	angry face	visage en colère	गुस्सा वाला चेहरा	
